LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
OECD,QGDP,TOT,PC_CHGPP,A,1962,5.707347045,
OECD,QGDP,TOT,PC_CHGPP,A,1963,5.23025389,
OECD,QGDP,TOT,PC_CHGPP,A,1964,6.37194537,
OECD,QGDP,TOT,PC_CHGPP,A,1965,5.342173707,
OECD,QGDP,TOT,PC_CHGPP,A,1966,5.783144453,
OECD,QGDP,TOT,PC_CHGPP,A,1967,3.975955133,
OECD,QGDP,TOT,PC_CHGPP,A,1968,5.933902409,
OECD,QGDP,TOT,PC_CHGPP,A,1969,5.582739256,
OECD,QGDP,TOT,PC_CHGPP,A,1970,3.951819525,
OECD,QGDP,TOT,PC_CHGPP,A,1971,3.705927211,
OECD,QGDP,TOT,PC_CHGPP,A,1972,5.477095375,
OECD,QGDP,TOT,PC_CHGPP,A,1973,6.11233926,
OECD,QGDP,TOT,PC_CHGPP,A,1974,1.048424394,
OECD,QGDP,TOT,PC_CHGPP,A,1975,0.460419213,
OECD,QGDP,TOT,PC_CHGPP,A,1976,4.909809235,
OECD,QGDP,TOT,PC_CHGPP,A,1977,3.678557922,
OECD,QGDP,TOT,PC_CHGPP,A,1978,4.425207684,
OECD,QGDP,TOT,PC_CHGPP,A,1979,3.902373924,
OECD,QGDP,TOT,PC_CHGPP,A,1980,1.283015987,
OECD,QGDP,TOT,PC_CHGPP,A,1981,2.272161782,
OECD,QGDP,TOT,PC_CHGPP,A,1982,0.212884852,
OECD,QGDP,TOT,PC_CHGPP,A,1983,2.831190593,
OECD,QGDP,TOT,PC_CHGPP,A,1984,4.7750147,
OECD,QGDP,TOT,PC_CHGPP,A,1985,3.864382398,
OECD,QGDP,TOT,PC_CHGPP,A,1986,2.895297798,
OECD,QGDP,TOT,PC_CHGPP,A,1987,3.610498689,
OECD,QGDP,TOT,PC_CHGPP,A,1988,4.602985598,
OECD,QGDP,TOT,PC_CHGPP,A,1989,3.864747022,
OECD,QGDP,TOT,PC_CHGPP,A,1990,3.219474967,
OECD,QGDP,TOT,PC_CHGPP,A,1991,1.463312095,
OECD,QGDP,TOT,PC_CHGPP,A,1992,2.252141241,
OECD,QGDP,TOT,PC_CHGPP,A,1993,1.489050938,
OECD,QGDP,TOT,PC_CHGPP,A,1994,3.021820745,
OECD,QGDP,TOT,PC_CHGPP,A,1995,2.542648672,
OECD,QGDP,TOT,PC_CHGPP,A,1996,3.159810035,
OECD,QGDP,TOT,PC_CHGPP,A,1997,3.643092868,
OECD,QGDP,TOT,PC_CHGPP,A,1998,2.882026317,
OECD,QGDP,TOT,PC_CHGPP,A,1999,3.275567896,
OECD,QGDP,TOT,PC_CHGPP,A,2000,4.134377763,
OECD,QGDP,TOT,PC_CHGPP,A,2001,1.351939802,
OECD,QGDP,TOT,PC_CHGPP,A,2002,1.622389427,
OECD,QGDP,TOT,PC_CHGPP,A,2003,2.090098674,
OECD,QGDP,TOT,PC_CHGPP,A,2004,3.353840413,
OECD,QGDP,TOT,PC_CHGPP,A,2005,2.884200546,
OECD,QGDP,TOT,PC_CHGPP,A,2006,3.137065039,
OECD,QGDP,TOT,PC_CHGPP,A,2007,2.73119702,
OECD,QGDP,TOT,PC_CHGPP,A,2008,0.448936012,
OECD,QGDP,TOT,PC_CHGPP,A,2009,-3.418474278,
OECD,QGDP,TOT,PC_CHGPP,A,2010,3.116862914,
OECD,QGDP,TOT,PC_CHGPP,A,2011,2.078416122,
OECD,QGDP,TOT,PC_CHGPP,A,2012,1.402531636,
OECD,QGDP,TOT,PC_CHGPP,A,2013,1.583158084,
OECD,QGDP,TOT,PC_CHGPP,A,2014,2.142541435,
OECD,QGDP,TOT,PC_CHGPP,A,2015,2.533165416,
OECD,QGDP,TOT,PC_CHGPP,A,2016,1.88606738,
OECD,QGDP,TOT,PC_CHGPP,A,2017,2.637545076,
OECD,QGDP,TOT,PC_CHGPP,A,2018,2.386645033,
OECD,QGDP,TOT,PC_CHGPP,A,2019,1.707302713,
OECD,QGDP,TOT,PC_CHGPP,A,2020,-4.388325842,
OECD,QGDP,TOT,PC_CHGPP,A,2021,5.595817747,
EST,QGDP,TOT,PC_CHGPP,A,1996,4.943015787,
EST,QGDP,TOT,PC_CHGPP,A,1997,13.05001412,
EST,QGDP,TOT,PC_CHGPP,A,1998,4.339832053,
EST,QGDP,TOT,PC_CHGPP,A,1999,-0.425026894,
EST,QGDP,TOT,PC_CHGPP,A,2000,10.08763699,
EST,QGDP,TOT,PC_CHGPP,A,2001,6.00367406,
EST,QGDP,TOT,PC_CHGPP,A,2002,6.771366974,
EST,QGDP,TOT,PC_CHGPP,A,2003,7.600265729,
EST,QGDP,TOT,PC_CHGPP,A,2004,6.804003009,
EST,QGDP,TOT,PC_CHGPP,A,2005,9.526428986,
EST,QGDP,TOT,PC_CHGPP,A,2006,9.765582251,
EST,QGDP,TOT,PC_CHGPP,A,2007,7.579142637,
EST,QGDP,TOT,PC_CHGPP,A,2008,-5.131999487,
EST,QGDP,TOT,PC_CHGPP,A,2009,-14.62905966,
EST,QGDP,TOT,PC_CHGPP,A,2010,2.44426636,
EST,QGDP,TOT,PC_CHGPP,A,2011,7.263085848,
EST,QGDP,TOT,PC_CHGPP,A,2012,3.228202109,
EST,QGDP,TOT,PC_CHGPP,A,2013,1.458430169,
EST,QGDP,TOT,PC_CHGPP,A,2014,3.01136295,
EST,QGDP,TOT,PC_CHGPP,A,2015,1.853019077,
EST,QGDP,TOT,PC_CHGPP,A,2016,3.155566814,
EST,QGDP,TOT,PC_CHGPP,A,2017,5.792042325,
EST,QGDP,TOT,PC_CHGPP,A,2018,3.784204487,
EST,QGDP,TOT,PC_CHGPP,A,2019,3.73970535,
EST,QGDP,TOT,PC_CHGPP,A,2020,-0.551002495,
EST,QGDP,TOT,PC_CHGPP,A,2021,8.013466342,
DEU,QGDP,TOT,PC_CHGPY,Q,1961-Q1,7.450289556,E
DEU,QGDP,TOT,PC_CHGPY,Q,1961-Q2,5.00209888,E
DEU,QGDP,TOT,PC_CHGPY,Q,1961-Q3,3.576950295,E
DEU,QGDP,TOT,PC_CHGPY,Q,1961-Q4,2.996160574,E
DEU,QGDP,TOT,PC_CHGPY,Q,1962-Q1,3.466854108,E
DEU,QGDP,TOT,PC_CHGPY,Q,1962-Q2,5.112241186,E
DEU,QGDP,TOT,PC_CHGPY,Q,1962-Q3,5.465212346,E
DEU,QGDP,TOT,PC_CHGPY,Q,1962-Q4,4.759933392,E
DEU,QGDP,TOT,PC_CHGPY,Q,1963-Q1,-0.372460846,E
DEU,QGDP,TOT,PC_CHGPY,Q,1963-Q2,3.02141052,E
DEU,QGDP,TOT,PC_CHGPY,Q,1963-Q3,4.102017033,E
DEU,QGDP,TOT,PC_CHGPY,Q,1963-Q4,4.832455357,E
DEU,QGDP,TOT,PC_CHGPY,Q,1964-Q1,10.1271284,E
DEU,QGDP,TOT,PC_CHGPY,Q,1964-Q2,6.688292601,E
DEU,QGDP,TOT,PC_CHGPY,Q,1964-Q3,4.182533938,E
DEU,QGDP,TOT,PC_CHGPY,Q,1964-Q4,5.091160602,E
DEU,QGDP,TOT,PC_CHGPY,Q,1965-Q1,5.361369982,E
DEU,QGDP,TOT,PC_CHGPY,Q,1965-Q2,5.732236512,E
DEU,QGDP,TOT,PC_CHGPY,Q,1965-Q3,5.341682654,E
DEU,QGDP,TOT,PC_CHGPY,Q,1965-Q4,4.549872774,E
DEU,QGDP,TOT,PC_CHGPY,Q,1966-Q1,4.73437015,E
DEU,QGDP,TOT,PC_CHGPY,Q,1966-Q2,3.424303762,E
DEU,QGDP,TOT,PC_CHGPY,Q,1966-Q3,2.866220447,E
DEU,QGDP,TOT,PC_CHGPY,Q,1966-Q4,0.657536009,E
DEU,QGDP,TOT,PC_CHGPY,Q,1967-Q1,-1.629790537,E
DEU,QGDP,TOT,PC_CHGPY,Q,1967-Q2,-2.237879279,E
DEU,QGDP,TOT,PC_CHGPY,Q,1967-Q3,0,E
DEU,QGDP,TOT,PC_CHGPY,Q,1967-Q4,2.892640581,E
DEU,QGDP,TOT,PC_CHGPY,Q,1968-Q1,4.617508884,E
DEU,QGDP,TOT,PC_CHGPY,Q,1968-Q2,5.761267217,E
DEU,QGDP,TOT,PC_CHGPY,Q,1968-Q3,5.534700242,E
DEU,QGDP,TOT,PC_CHGPY,Q,1968-Q4,5.767579384,E
DEU,QGDP,TOT,PC_CHGPY,Q,1969-Q1,7.174887892,E
DEU,QGDP,TOT,PC_CHGPY,Q,1969-Q2,7.71280633,E
DEU,QGDP,TOT,PC_CHGPY,Q,1969-Q3,7.663339108,E
DEU,QGDP,TOT,PC_CHGPY,Q,1969-Q4,7.692303547,E
DEU,QGDP,TOT,PC_CHGPY,Q,1970-Q1,3.372586353,E
DEU,QGDP,TOT,PC_CHGPY,Q,1970-Q2,6.120867916,E
DEU,QGDP,TOT,PC_CHGPY,Q,1970-Q3,5.82953727,E
DEU,QGDP,TOT,PC_CHGPY,Q,1970-Q4,5.111265622,E
DEU,QGDP,TOT,PC_CHGPY,Q,1971-Q1,4.763644266,E
DEU,QGDP,TOT,PC_CHGPY,Q,1971-Q2,2.872243992,E
DEU,QGDP,TOT,PC_CHGPY,Q,1971-Q3,2.733086207,E
DEU,QGDP,TOT,PC_CHGPY,Q,1971-Q4,1.783876414,E
DEU,QGDP,TOT,PC_CHGPY,Q,1972-Q1,3.882471449,E
DEU,QGDP,TOT,PC_CHGPY,Q,1972-Q2,3.408694186,E
DEU,QGDP,TOT,PC_CHGPY,Q,1972-Q3,4.024253738,E
DEU,QGDP,TOT,PC_CHGPY,Q,1972-Q4,5.729688259,E
DEU,QGDP,TOT,PC_CHGPY,Q,1973-Q1,7.083373504,E
DEU,QGDP,TOT,PC_CHGPY,Q,1973-Q2,6.141301924,E
DEU,QGDP,TOT,PC_CHGPY,Q,1973-Q3,4.058740116,E
DEU,QGDP,TOT,PC_CHGPY,Q,1973-Q4,2.721523921,E
DEU,QGDP,TOT,PC_CHGPY,Q,1974-Q1,2.177398816,E
DEU,QGDP,TOT,PC_CHGPY,Q,1974-Q2,1.349933281,E
DEU,QGDP,TOT,PC_CHGPY,Q,1974-Q3,1.018885974,E
DEU,QGDP,TOT,PC_CHGPY,Q,1974-Q4,-0.504300806,E
DEU,QGDP,TOT,PC_CHGPY,Q,1975-Q1,-1.907951274,E
DEU,QGDP,TOT,PC_CHGPY,Q,1975-Q2,-2.325179236,E
DEU,QGDP,TOT,PC_CHGPY,Q,1975-Q3,-1.262668305,E
DEU,QGDP,TOT,PC_CHGPY,Q,1975-Q4,1.965095402,E
DEU,QGDP,TOT,PC_CHGPY,Q,1976-Q1,3.478330696,E
DEU,QGDP,TOT,PC_CHGPY,Q,1976-Q2,5.545306249,E
DEU,QGDP,TOT,PC_CHGPY,Q,1976-Q3,4.440716158,E
DEU,QGDP,TOT,PC_CHGPY,Q,1976-Q4,4.324485654,E
DEU,QGDP,TOT,PC_CHGPY,Q,1977-Q1,4.278412874,E
DEU,QGDP,TOT,PC_CHGPY,Q,1977-Q2,3.334567951,E
DEU,QGDP,TOT,PC_CHGPY,Q,1977-Q3,3.273852452,E
DEU,QGDP,TOT,PC_CHGPY,Q,1977-Q4,3.141081054,E
DEU,QGDP,TOT,PC_CHGPY,Q,1978-Q1,2.689233198,E
DEU,QGDP,TOT,PC_CHGPY,Q,1978-Q2,2.515066682,E
DEU,QGDP,TOT,PC_CHGPY,Q,1978-Q3,3.889417618,E
DEU,QGDP,TOT,PC_CHGPY,Q,1978-Q4,3.326126341,E
DEU,QGDP,TOT,PC_CHGPY,Q,1979-Q1,3.029295309,E
DEU,QGDP,TOT,PC_CHGPY,Q,1979-Q2,5.809207278,E
DEU,QGDP,TOT,PC_CHGPY,Q,1979-Q3,4.439655589,E
DEU,QGDP,TOT,PC_CHGPY,Q,1979-Q4,3.865566592,E
DEU,QGDP,TOT,PC_CHGPY,Q,1980-Q1,4.568469121,E
DEU,QGDP,TOT,PC_CHGPY,Q,1980-Q2,0.76620879,E
DEU,QGDP,TOT,PC_CHGPY,Q,1980-Q3,0.366439143,E
DEU,QGDP,TOT,PC_CHGPY,Q,1980-Q4,-0.377486719,E
DEU,QGDP,TOT,PC_CHGPY,Q,1981-Q1,0.006600282,E
DEU,QGDP,TOT,PC_CHGPY,Q,1981-Q2,0.403350474,E
DEU,QGDP,TOT,PC_CHGPY,Q,1981-Q3,1.068809572,E
DEU,QGDP,TOT,PC_CHGPY,Q,1981-Q4,1.123386978,E
DEU,QGDP,TOT,PC_CHGPY,Q,1982-Q1,0.308726571,E
DEU,QGDP,TOT,PC_CHGPY,Q,1982-Q2,-0.059283061,E
DEU,QGDP,TOT,PC_CHGPY,Q,1982-Q3,-1.307091516,E
DEU,QGDP,TOT,PC_CHGPY,Q,1982-Q4,-0.992585298,E
DEU,QGDP,TOT,PC_CHGPY,Q,1983-Q1,-0.468227457,E
DEU,QGDP,TOT,PC_CHGPY,Q,1983-Q2,1.202617374,E
DEU,QGDP,TOT,PC_CHGPY,Q,1983-Q3,1.999914709,E
DEU,QGDP,TOT,PC_CHGPY,Q,1983-Q4,3.16368421,E
DEU,QGDP,TOT,PC_CHGPY,Q,1984-Q1,3.589300546,E
DEU,QGDP,TOT,PC_CHGPY,Q,1984-Q2,0.895351673,E
DEU,QGDP,TOT,PC_CHGPY,Q,1984-Q3,3.859431868,E
DEU,QGDP,TOT,PC_CHGPY,Q,1984-Q4,3.304747767,E
DEU,QGDP,TOT,PC_CHGPY,Q,1985-Q1,1.400567503,E
DEU,QGDP,TOT,PC_CHGPY,Q,1985-Q2,4.055948585,E
DEU,QGDP,TOT,PC_CHGPY,Q,1985-Q3,2.616635647,E
DEU,QGDP,TOT,PC_CHGPY,Q,1985-Q4,2.370542268,E
DEU,QGDP,TOT,PC_CHGPY,Q,1986-Q1,2.342772922,E
DEU,QGDP,TOT,PC_CHGPY,Q,1986-Q2,2.493179711,E
DEU,QGDP,TOT,PC_CHGPY,Q,1986-Q3,1.922379197,E
DEU,QGDP,TOT,PC_CHGPY,Q,1986-Q4,2.32473051,E
DEU,QGDP,TOT,PC_CHGPY,Q,1987-Q1,0.330519523,E
DEU,QGDP,TOT,PC_CHGPY,Q,1987-Q2,1.415955776,E
DEU,QGDP,TOT,PC_CHGPY,Q,1987-Q3,1.369526997,E
DEU,QGDP,TOT,PC_CHGPY,Q,1987-Q4,1.974541695,E
DEU,QGDP,TOT,PC_CHGPY,Q,1988-Q1,3.651100816,E
DEU,QGDP,TOT,PC_CHGPY,Q,1988-Q2,3.212995673,E
DEU,QGDP,TOT,PC_CHGPY,Q,1988-Q3,3.664990184,E
DEU,QGDP,TOT,PC_CHGPY,Q,1988-Q4,3.234051974,E
DEU,QGDP,TOT,PC_CHGPY,Q,1989-Q1,5.267745076,E
DEU,QGDP,TOT,PC_CHGPY,Q,1989-Q2,3.809604476,E
DEU,QGDP,TOT,PC_CHGPY,Q,1989-Q3,3.583956124,E
DEU,QGDP,TOT,PC_CHGPY,Q,1989-Q4,3.564769341,E
DEU,QGDP,TOT,PC_CHGPY,Q,1990-Q1,4.621030767,E
DEU,QGDP,TOT,PC_CHGPY,Q,1990-Q2,4.713886981,E
DEU,QGDP,TOT,PC_CHGPY,Q,1990-Q3,5.951496332,E
DEU,QGDP,TOT,PC_CHGPY,Q,1990-Q4,6.581615193,E
DEU,QGDP,TOT,PC_CHGPY,Q,1991-Q1,7.377573345,
DEU,QGDP,TOT,PC_CHGPY,Q,1991-Q2,6.286713637,
DEU,QGDP,TOT,PC_CHGPY,Q,1991-Q3,3.867329941,
DEU,QGDP,TOT,PC_CHGPY,Q,1991-Q4,3.38228112,
DEU,QGDP,TOT,PC_CHGPY,Q,1992-Q1,2.059277269,
DEU,QGDP,TOT,PC_CHGPY,Q,1992-Q2,1.824689532,
DEU,QGDP,TOT,PC_CHGPY,Q,1992-Q3,1.869712275,
DEU,QGDP,TOT,PC_CHGPY,Q,1992-Q4,0.253118681,
DEU,QGDP,TOT,PC_CHGPY,Q,1993-Q1,-1.977837649,
DEU,QGDP,TOT,PC_CHGPY,Q,1993-Q2,-1.25606584,
DEU,QGDP,TOT,PC_CHGPY,Q,1993-Q3,-0.47982658,
DEU,QGDP,TOT,PC_CHGPY,Q,1993-Q4,-0.239012011,
DEU,QGDP,TOT,PC_CHGPY,Q,1994-Q1,1.885513538,
DEU,QGDP,TOT,PC_CHGPY,Q,1994-Q2,2.1573938,
DEU,QGDP,TOT,PC_CHGPY,Q,1994-Q3,2.252194791,
DEU,QGDP,TOT,PC_CHGPY,Q,1994-Q4,3.549735932,
DEU,QGDP,TOT,PC_CHGPY,Q,1995-Q1,1.797362513,
DEU,QGDP,TOT,PC_CHGPY,Q,1995-Q2,2.297782135,
DEU,QGDP,TOT,PC_CHGPY,Q,1995-Q3,1.754149544,
DEU,QGDP,TOT,PC_CHGPY,Q,1995-Q4,0.612610122,
DEU,QGDP,TOT,PC_CHGPY,Q,1996-Q1,0.130783017,
DEU,QGDP,TOT,PC_CHGPY,Q,1996-Q2,0.740064669,
DEU,QGDP,TOT,PC_CHGPY,Q,1996-Q3,0.907324264,
DEU,QGDP,TOT,PC_CHGPY,Q,1996-Q4,1.619382048,
DEU,QGDP,TOT,PC_CHGPY,Q,1997-Q1,1.920072869,
DEU,QGDP,TOT,PC_CHGPY,Q,1997-Q2,1.868803931,
DEU,QGDP,TOT,PC_CHGPY,Q,1997-Q3,1.836870275,
DEU,QGDP,TOT,PC_CHGPY,Q,1997-Q4,1.835793338,
DEU,QGDP,TOT,PC_CHGPY,Q,1998-Q1,3.332048181,
DEU,QGDP,TOT,PC_CHGPY,Q,1998-Q2,1.568821144,
DEU,QGDP,TOT,PC_CHGPY,Q,1998-Q3,1.740657421,
DEU,QGDP,TOT,PC_CHGPY,Q,1998-Q4,0.563351247,
DEU,QGDP,TOT,PC_CHGPY,Q,1999-Q1,0.778264342,
DEU,QGDP,TOT,PC_CHGPY,Q,1999-Q2,1.217638475,
DEU,QGDP,TOT,PC_CHGPY,Q,1999-Q3,1.868955232,
DEU,QGDP,TOT,PC_CHGPY,Q,1999-Q4,3.121464882,
DEU,QGDP,TOT,PC_CHGPY,Q,2000-Q1,3.402726456,
DEU,QGDP,TOT,PC_CHGPY,Q,2000-Q2,4.239593704,
DEU,QGDP,TOT,PC_CHGPY,Q,2000-Q3,3.036496969,
DEU,QGDP,TOT,PC_CHGPY,Q,2000-Q4,1.901339929,
DEU,QGDP,TOT,PC_CHGPY,Q,2001-Q1,2.496367876,
DEU,QGDP,TOT,PC_CHGPY,Q,2001-Q2,1.62626796,
DEU,QGDP,TOT,PC_CHGPY,Q,2001-Q3,1.461672775,
DEU,QGDP,TOT,PC_CHGPY,Q,2001-Q4,1.679252897,
DEU,QGDP,TOT,PC_CHGPY,Q,2002-Q1,-0.847656219,
DEU,QGDP,TOT,PC_CHGPY,Q,2002-Q2,-0.371752743,
DEU,QGDP,TOT,PC_CHGPY,Q,2002-Q3,0.302678001,
DEU,QGDP,TOT,PC_CHGPY,Q,2002-Q4,0.256328501,
DEU,QGDP,TOT,PC_CHGPY,Q,2003-Q1,-0.717277303,
DEU,QGDP,TOT,PC_CHGPY,Q,2003-Q2,-1.040675899,
DEU,QGDP,TOT,PC_CHGPY,Q,2003-Q3,-0.745714633,
DEU,QGDP,TOT,PC_CHGPY,Q,2003-Q4,-0.33994105,
DEU,QGDP,TOT,PC_CHGPY,Q,2004-Q1,0.979021736,
DEU,QGDP,TOT,PC_CHGPY,Q,2004-Q2,1.390380548,
DEU,QGDP,TOT,PC_CHGPY,Q,2004-Q3,0.409287298,
DEU,QGDP,TOT,PC_CHGPY,Q,2004-Q4,0.035001868,
DEU,QGDP,TOT,PC_CHGPY,Q,2005-Q1,0.213179989,
DEU,QGDP,TOT,PC_CHGPY,Q,2005-Q2,0.235343816,
DEU,QGDP,TOT,PC_CHGPY,Q,2005-Q3,1.295595637,
DEU,QGDP,TOT,PC_CHGPY,Q,2005-Q4,1.867987207,
DEU,QGDP,TOT,PC_CHGPY,Q,2006-Q1,2.844154575,
DEU,QGDP,TOT,PC_CHGPY,Q,2006-Q2,4.057971796,
DEU,QGDP,TOT,PC_CHGPY,Q,2006-Q3,3.989424214,
DEU,QGDP,TOT,PC_CHGPY,Q,2006-Q4,5.069233939,
DEU,QGDP,TOT,PC_CHGPY,Q,2007-Q1,4.134105415,
DEU,QGDP,TOT,PC_CHGPY,Q,2007-Q2,3.228417933,
DEU,QGDP,TOT,PC_CHGPY,Q,2007-Q3,2.960191362,
DEU,QGDP,TOT,PC_CHGPY,Q,2007-Q4,2.077408729,
DEU,QGDP,TOT,PC_CHGPY,Q,2008-Q1,2.66654559,
DEU,QGDP,TOT,PC_CHGPY,Q,2008-Q2,1.565052917,
DEU,QGDP,TOT,PC_CHGPY,Q,2008-Q3,0.397312395,
DEU,QGDP,TOT,PC_CHGPY,Q,2008-Q4,-1.835047698,
DEU,QGDP,TOT,PC_CHGPY,Q,2009-Q1,-7.028663586,
DEU,QGDP,TOT,PC_CHGPY,Q,2009-Q2,-6.652650079,
DEU,QGDP,TOT,PC_CHGPY,Q,2009-Q3,-5.529560119,
DEU,QGDP,TOT,PC_CHGPY,Q,2009-Q4,-3.293268355,
DEU,QGDP,TOT,PC_CHGPY,Q,2010-Q1,2.283396812,
DEU,QGDP,TOT,PC_CHGPY,Q,2010-Q2,4.420073848,
DEU,QGDP,TOT,PC_CHGPY,Q,2010-Q3,4.689932893,
DEU,QGDP,TOT,PC_CHGPY,Q,2010-Q4,4.768083912,
DEU,QGDP,TOT,PC_CHGPY,Q,2011-Q1,5.93925147,
DEU,QGDP,TOT,PC_CHGPY,Q,2011-Q2,3.704222188,
DEU,QGDP,TOT,PC_CHGPY,Q,2011-Q3,3.771482477,
DEU,QGDP,TOT,PC_CHGPY,Q,2011-Q4,2.604052065,
DEU,QGDP,TOT,PC_CHGPY,Q,2012-Q1,0.862905379,
DEU,QGDP,TOT,PC_CHGPY,Q,2012-Q2,0.977722916,
DEU,QGDP,TOT,PC_CHGPY,Q,2012-Q3,0.375168609,
DEU,QGDP,TOT,PC_CHGPY,Q,2012-Q4,0.250925777,
DEU,QGDP,TOT,PC_CHGPY,Q,2013-Q1,-0.414724531,
DEU,QGDP,TOT,PC_CHGPY,Q,2013-Q2,0.439891694,
DEU,QGDP,TOT,PC_CHGPY,Q,2013-Q3,0.718979913,
DEU,QGDP,TOT,PC_CHGPY,Q,2013-Q4,1.462650998,
DEU,QGDP,TOT,PC_CHGPY,Q,2014-Q1,2.920383714,
DEU,QGDP,TOT,PC_CHGPY,Q,2014-Q2,1.832189168,
DEU,QGDP,TOT,PC_CHGPY,Q,2014-Q3,1.78074231,
DEU,QGDP,TOT,PC_CHGPY,Q,2014-Q4,2.31007945,
DEU,QGDP,TOT,PC_CHGPY,Q,2015-Q1,0.804188883,
DEU,QGDP,TOT,PC_CHGPY,Q,2015-Q2,1.547263222,
DEU,QGDP,TOT,PC_CHGPY,Q,2015-Q3,1.48879327,
DEU,QGDP,TOT,PC_CHGPY,Q,2015-Q4,1.115160562,
DEU,QGDP,TOT,PC_CHGPY,Q,2016-Q1,2.489167636,
DEU,QGDP,TOT,PC_CHGPY,Q,2016-Q2,2.190305049,
DEU,QGDP,TOT,PC_CHGPY,Q,2016-Q3,1.990878004,
DEU,QGDP,TOT,PC_CHGPY,Q,2016-Q4,1.91264489,
DEU,QGDP,TOT,PC_CHGPY,Q,2017-Q1,2.281000431,
DEU,QGDP,TOT,PC_CHGPY,Q,2017-Q2,2.692704845,
DEU,QGDP,TOT,PC_CHGPY,Q,2017-Q3,3.184849767,
DEU,QGDP,TOT,PC_CHGPY,Q,2017-Q4,3.748530941,
DEU,QGDP,TOT,PC_CHGPY,Q,2018-Q1,1.919385872,
DEU,QGDP,TOT,PC_CHGPY,Q,2018-Q2,1.779096704,
DEU,QGDP,TOT,PC_CHGPY,Q,2018-Q3,0.239433443,
DEU,QGDP,TOT,PC_CHGPY,Q,2018-Q4,0.124539175,
DEU,QGDP,TOT,PC_CHGPY,Q,2019-Q1,1.429591262,P
DEU,QGDP,TOT,PC_CHGPY,Q,2019-Q2,0.546687404,P
DEU,QGDP,TOT,PC_CHGPY,Q,2019-Q3,1.459185005,P
DEU,QGDP,TOT,PC_CHGPY,Q,2019-Q4,0.922106651,P
DEU,QGDP,TOT,PC_CHGPY,Q,2020-Q1,-1.220669794,P
DEU,QGDP,TOT,PC_CHGPY,Q,2020-Q2,-10.43583133,P
DEU,QGDP,TOT,PC_CHGPY,Q,2020-Q3,-2.480089589,P
DEU,QGDP,TOT,PC_CHGPY,Q,2020-Q4,-2.129545468,P
DEU,QGDP,TOT,PC_CHGPY,Q,2021-Q1,-2.174503908,P
DEU,QGDP,TOT,PC_CHGPY,Q,2021-Q2,10.15626406,P
DEU,QGDP,TOT,PC_CHGPY,Q,2021-Q3,1.849972384,P
DEU,QGDP,TOT,PC_CHGPY,Q,2021-Q4,1.192414352,P
DEU,QGDP,TOT,PC_CHGPY,Q,2022-Q1,3.519773872,P
DEU,QGDP,TOT,PC_CHGPY,Q,2022-Q2,1.665090246,P
DEU,QGDP,TOT,PC_CHGPY,Q,2022-Q3,1.145222238,P
ESP,QGDP,TOT,PC_CHGPP,A,1961,11.8386869,E
ESP,QGDP,TOT,PC_CHGPP,A,1962,9.953426731,E
ESP,QGDP,TOT,PC_CHGPP,A,1963,9.596490038,E
ESP,QGDP,TOT,PC_CHGPP,A,1964,5.30852285,E
ESP,QGDP,TOT,PC_CHGPP,A,1965,6.253125451,E
ESP,QGDP,TOT,PC_CHGPP,A,1966,7.245787353,E
ESP,QGDP,TOT,PC_CHGPP,A,1967,4.34063628,E
ESP,QGDP,TOT,PC_CHGPP,A,1968,6.596745997,E
ESP,QGDP,TOT,PC_CHGPP,A,1969,8.9071843,E
ESP,QGDP,TOT,PC_CHGPP,A,1970,4.176673617,E
ESP,QGDP,TOT,PC_CHGPP,A,1971,4.646593668,E
ESP,QGDP,TOT,PC_CHGPP,A,1972,8.149117862,E
ESP,QGDP,TOT,PC_CHGPP,A,1973,7.795262362,E
ESP,QGDP,TOT,PC_CHGPP,A,1974,5.616675392,E
ESP,QGDP,TOT,PC_CHGPP,A,1975,0.541824951,E
ESP,QGDP,TOT,PC_CHGPP,A,1976,3.304180277,E
ESP,QGDP,TOT,PC_CHGPP,A,1977,2.839302888,E
ESP,QGDP,TOT,PC_CHGPP,A,1978,1.463347243,E
ESP,QGDP,TOT,PC_CHGPP,A,1979,0.043291706,E
ESP,QGDP,TOT,PC_CHGPP,A,1980,1.298189166,E
ESP,QGDP,TOT,PC_CHGPP,A,1981,-0.132139042,E
ESP,QGDP,TOT,PC_CHGPP,A,1982,1.244803718,E
ESP,QGDP,TOT,PC_CHGPP,A,1983,1.77110255,E
ESP,QGDP,TOT,PC_CHGPP,A,1984,1.784042958,E
ESP,QGDP,TOT,PC_CHGPP,A,1985,2.320815471,E
ESP,QGDP,TOT,PC_CHGPP,A,1986,3.253658372,E
ESP,QGDP,TOT,PC_CHGPP,A,1987,5.547452628,E
ESP,QGDP,TOT,PC_CHGPP,A,1988,5.093494242,E
ESP,QGDP,TOT,PC_CHGPP,A,1989,4.827617604,E
ESP,QGDP,TOT,PC_CHGPP,A,1990,3.783711977,E
ESP,QGDP,TOT,PC_CHGPP,A,1991,2.543741323,E
ESP,QGDP,TOT,PC_CHGPP,A,1992,0.930900222,E
ESP,QGDP,TOT,PC_CHGPP,A,1993,-1.032668671,E
ESP,QGDP,TOT,PC_CHGPP,A,1994,2.382954999,E
ESP,QGDP,TOT,PC_CHGPP,A,1995,2.757265784,
